Throughput in Audio Test,bandwidth (kB/s)
tiago_ext4,138.74
tiago_ext4,138.74
tiago_sealfs,138.74
tiago_ext4,138.73
tiago_ext4,138.73
tiago_ext4,138.73
tiago_ext4,138.73
tiago_sealfs,138.73
tiago_ext4,138.72
tiago_sealfs,138.72
tiago_sealfs,138.72
tiago_ext4,138.71
tiago_ext4,138.71
tiago_ext4,138.71
tiago_ext4,138.71
tiago_ext4,138.7
tiago_ext4,138.7
tiago_ext4,138.7
tiago_ext4,138.69
tiago_ext4,138.69
tiago_ext4,138.69
tiago_sealfs,138.69
tiago_ext4,138.68
tiago_ext4,138.68
tiago_ext4,138.67
tiago_ext4,138.67
tiago_ext4,138.67
tiago_ext4,138.67
tiago_sealfs,138.67
tiago_ext4,138.66
tiago_sealfs,138.66
tiago_sealfs,138.66
tiago_sealfs,138.66
tiago_sealfs,138.66
tiago_sealfs,138.66
tiago_ext4,138.65
tiago_ext4,138.65
tiago_ext4,138.65
tiago_ext4,138.65
tiago_sealfs,138.65
tiago_ext4,138.64
tiago_ext4,138.64
tiago_ext4,138.63
tiago_sealfs,138.63
tiago_ext4,138.62
tiago_ext4,138.62
tiago_ext4,138.62
tiago_ext4,138.62
tiago_ext4,138.62
tiago_ext4,138.62
tiago_sealfs,138.62
tiago_ext4,138.61
tiago_ext4,138.61
tiago_ext4,138.61
tiago_ext4,138.6
tiago_ext4,138.6
tiago_sealfs,138.6
tiago_ext4,138.59
tiago_ext4,138.59
tiago_sealfs,138.59
tiago_ext4,138.58
tiago_ext4,138.58
tiago_ext4,138.58
tiago_ext4,138.58
tiago_sealfs,138.58
tiago_sealfs,138.58
tiago_sealfs,138.56
tiago_sealfs,138.56
tiago_ext4,138.55
tiago_sealfs,138.55
tiago_ext4,138.54
tiago_ext4,138.54
tiago_sealfs,138.54
tiago_ext4,138.53
tiago_sealfs,138.53
tiago_sealfs,138.53
tiago_ext4,138.52
tiago_ext4,138.52
tiago_ext4,138.52
tiago_ext4,138.52
tiago_ext4,138.52
tiago_sealfs,138.52
tiago_ext4,138.51
tiago_ext4,138.51
tiago_ext4,138.51
tiago_sealfs,138.51
tiago_ext4,138.5
tiago_ext4,138.5
tiago_sealfs,138.49
tiago_sealfs,138.48
tiago_ext4,138.47
tiago_ext4,138.47
tiago_ext4,138.47
tiago_sealfs,138.47
tiago_ext4,138.46
tiago_ext4,138.46
tiago_ext4,138.46
tiago_ext4,138.46
tiago_ext4,138.46
tiago_sealfs,138.46
tiago_ext4,138.45
tiago_ext4,138.45
tiago_ext4,138.45
tiago_sealfs,138.45
tiago_sealfs,138.45
tiago_ext4,138.44
tiago_ext4,138.44
tiago_ext4,138.44
tiago_ext4,138.44
tiago_sealfs,138.44
tiago_ext4,138.43
tiago_ext4,138.43
tiago_ext4,138.43
tiago_ext4,138.43
tiago_sealfs,138.43
tiago_sealfs,138.43
tiago_sealfs,138.43
tiago_sealfs,138.43
tiago_ext4,138.42
tiago_ext4,138.42
tiago_ext4,138.41
tiago_ext4,138.41
tiago_sealfs,138.4
tiago_sealfs,138.39
tiago_sealfs,138.38
tiago_sealfs,138.38
tiago_ext4,138.37
tiago_ext4,138.36
tiago_sealfs,138.35
tiago_sealfs,138.35
tiago_sealfs,138.34
tiago_sealfs,138.34
tiago_sealfs,138.33
tiago_sealfs,138.33
tiago_sealfs,138.32
tiago_ext4,138.31
tiago_ext4,138.31
tiago_ext4,138.31
tiago_ext4,138.31
tiago_ext4,138.31
tiago_ext4,138.31
tiago_ext4,138.31
tiago_sealfs,138.31
tiago_sealfs,138.3
tiago_sealfs,138.3
tiago_sealfs,138.3
tiago_ext4,138.29
tiago_sealfs,138.29
tiago_sealfs,138.29
tiago_ext4,138.28
tiago_ext4,138.27
tiago_ext4,138.27
tiago_ext4,138.27
tiago_sealfs,138.27
tiago_ext4,138.26
tiago_sealfs,138.26
tiago_sealfs,138.25
tiago_ext4,138.24
tiago_ext4,138.23
tiago_sealfs,138.22
tiago_ext4,138.21
tiago_sealfs,138.2
tiago_sealfs,138.2
tiago_ext4,138.17
tiago_sealfs,138.17
tiago_sealfs,138.17
tiago_ext4,138.16
tiago_sealfs,138.16
tiago_sealfs,138.16
tiago_sealfs,138.16
tiago_ext4,138.15
tiago_ext4,138.14
tiago_ext4,138.14
tiago_ext4,138.13
tiago_ext4,138.13
tiago_ext4,138.12
tiago_sealfs,138.12
tiago_sealfs,138.12
tiago_ext4,138.11
tiago_ext4,138.11
tiago_sealfs,138.1
tiago_sealfs,138.1
tiago_sealfs,138.09
tiago_sealfs,138.08
tiago_ext4,138.07
tiago_ext4,138.07
tiago_sealfs,138.07
tiago_ext4,138.06
tiago_sealfs,138.06
tiago_ext4,138.05
tiago_sealfs,138.05
tiago_sealfs,138.05
tiago_ext4,138.02
tiago_ext4,138.02
tiago_ext4,138.02
tiago_sealfs,138.01
tiago_ext4,137.98
tiago_ext4,137.94
tiago_sealfs,137.94
tiago_ext4,137.92
tiago_ext4,137.92
tiago_ext4,137.9
tiago_sealfs,137.89
tiago_ext4,137.88
tiago_ext4,137.86
tiago_ext4,137.86
tiago_ext4,137.84
tiago_ext4,137.83
tiago_sealfs,137.82
tiago_ext4,137.81
tiago_ext4,137.8
tiago_ext4,137.79
tiago_ext4,137.79
tiago_ext4,137.78
tiago_ext4,137.77
tiago_ext4,137.75
tiago_sealfs,137.74
tiago_sealfs,137.69
tiago_sealfs,137.68
tiago_sealfs,137.66
tiago_ext4,137.64
tiago_sealfs,137.63
tiago_sealfs,137.63
tiago_sealfs,137.62
tiago_sealfs,137.6
tiago_ext4,137.58
tiago_ext4,137.57
tiago_sealfs,137.56
tiago_ext4,137.54
tiago_ext4,137.49
tiago_ext4,137.48
tiago_sealfs,137.47
tiago_sealfs,137.46
tiago_ext4,137.41
tiago_sealfs,137.37
tiago_ext4,137.31
tiago_ext4,137.3
tiago_ext4,137.29
tiago_ext4,137.26
tiago_ext4,137.17
tiago_ext4,137.11
tiago_sealfs,137.06
tiago_ext4,137.03
tiago_sealfs,137
tiago_sealfs,136.95
tiago_ext4,136.91
tiago_ext4,136.89
tiago_ext4,136.88
tiago_ext4,136.88
tiago_sealfs,136.85
tiago_sealfs,136.78
tiago_ext4,136.72
tiago_sealfs,136.68
tiago_sealfs,136.63
tiago_sealfs,136.62
tiago_sealfs,136.61
tiago_sealfs,136.58
tiago_sealfs,136.55
tiago_ext4,136.5
tiago_ext4,136.47
tiago_ext4,136.47
tiago_sealfs,136.29
tiago_ext4,136.28
tiago_sealfs,136.28
tiago_sealfs,136.22
tiago_ext4,136.17
tiago_ext4,136.15
tiago_ext4,136.1
tiago_sealfs,136.04
tiago_sealfs,136.03
tiago_sealfs,135.93
tiago_ext4,135.8
tiago_sealfs,135.8
tiago_ext4,135.78
tiago_ext4,135.73
tiago_ext4,135.72
tiago_sealfs,135.71
tiago_ext4,135.7
tiago_ext4,135.67
tiago_ext4,135.67
tiago_ext4,135.62
tiago_sealfs,135.6
tiago_sealfs,135.6
tiago_sealfs,135.59
tiago_ext4,135.56
tiago_ext4,135.53
tiago_sealfs,135.53
tiago_ext4,135.48
tiago_ext4,135.47
tiago_sealfs,135.43
tiago_ext4,135.41
tiago_sealfs,135.4
tiago_ext4,135.38
tiago_sealfs,135.38
tiago_ext4,135.37
tiago_ext4,135.31
tiago_sealfs,135.29
tiago_sealfs,135.28
tiago_ext4,135.27
tiago_sealfs,135.27
tiago_sealfs,135.26
tiago_ext4,135.25
tiago_ext4,135.23
tiago_ext4,135.23
tiago_ext4,135.21
tiago_ext4,135.16
tiago_sealfs,135.14
tiago_ext4,135.13
tiago_sealfs,135.13
tiago_sealfs,135.13
tiago_ext4,135.1
tiago_sealfs,135.04
tiago_ext4,135.03
tiago_sealfs,135.01
tiago_ext4,134.97
tiago_ext4,134.97
tiago_ext4,134.96
tiago_ext4,134.96
tiago_ext4,134.96
tiago_sealfs,134.96
tiago_sealfs,134.94
tiago_ext4,134.9
tiago_ext4,134.87
tiago_sealfs,134.86
tiago_sealfs,134.86
tiago_ext4,134.85
tiago_ext4,134.84
tiago_ext4,134.79
tiago_sealfs,134.78
tiago_ext4,134.77
tiago_ext4,134.76
tiago_ext4,134.73
tiago_sealfs,134.72
tiago_ext4,134.71
tiago_ext4,134.69
tiago_sealfs,134.68
tiago_sealfs,134.56
tiago_sealfs,134.52
tiago_sealfs,134.5
tiago_sealfs,134.43
tiago_sealfs,134.42
tiago_sealfs,134.4
tiago_sealfs,134.3
tiago_ext4,134.28
tiago_sealfs,133.99
tiago_sealfs,133.73
tiago_ext4,133.63
tiago_ext4,132.97
tiago_ext4,132.69
tiago_sealfs,132
tiago_sealfs,132
tiago_ext4,131.97
tiago_sealfs,131.96
tiago_sealfs,131.91
tiago_ext4,131.9
tiago_ext4,131.88
tiago_ext4,131.84
tiago_sealfs,131.84
tiago_ext4,131.8
tiago_ext4,131.79
tiago_ext4,131.79
tiago_ext4,131.77
tiago_ext4,131.77
tiago_sealfs,131.77
tiago_ext4,131.76
tiago_sealfs,131.72
tiago_ext4,131.71
tiago_sealfs,131.71
tiago_ext4,131.7
tiago_sealfs,131.7
tiago_sealfs,131.7
tiago_sealfs,131.7
tiago_sealfs,131.68
tiago_sealfs,131.68
tiago_sealfs,131.67
tiago_sealfs,131.66
tiago_sealfs,131.66
tiago_ext4,131.64
tiago_ext4,131.64
tiago_sealfs,131.62
tiago_ext4,131.61
tiago_sealfs,131.59
tiago_sealfs,131.59
tiago_ext4,131.58
tiago_sealfs,131.58
tiago_sealfs,131.58
tiago_sealfs,131.58
tiago_sealfs,131.57
tiago_ext4,131.56
tiago_sealfs,131.56
tiago_sealfs,131.56
tiago_sealfs,131.55
tiago_sealfs,131.52
tiago_sealfs,131.51
tiago_sealfs,131.49
tiago_sealfs,131.49
tiago_sealfs,131.48
tiago_sealfs,131.47
tiago_ext4,131.46
tiago_ext4,131.46
tiago_sealfs,131.46
tiago_sealfs,131.46
tiago_ext4,131.45
tiago_sealfs,131.43
tiago_sealfs,131.42
tiago_sealfs,131.42
tiago_sealfs,131.39
tiago_sealfs,131.39
tiago_ext4,131.38
tiago_ext4,131.36
tiago_ext4,131.34
tiago_ext4,131.33
tiago_sealfs,131.33
tiago_sealfs,131.33
tiago_ext4,131.32
tiago_sealfs,131.32
tiago_sealfs,131.31
tiago_sealfs,131.26
tiago_sealfs,131.23
tiago_ext4,131.21
tiago_sealfs,131.21
tiago_sealfs,131.2
tiago_sealfs,131.17
tiago_ext4,131.16
tiago_sealfs,131.15
tiago_ext4,131.14
tiago_sealfs,131.13
tiago_sealfs,131.12
tiago_sealfs,131.11
tiago_sealfs,131.11
tiago_sealfs,131.08
tiago_sealfs,131.04
tiago_sealfs,131.04
tiago_ext4,131.03
tiago_sealfs,131.03
tiago_ext4,131
tiago_ext4,130.99
tiago_sealfs,130.98
tiago_sealfs,130.97
tiago_sealfs,130.96
tiago_sealfs,130.95
tiago_ext4,130.86
tiago_sealfs,130.86
tiago_sealfs,130.86
tiago_sealfs,130.85
tiago_ext4,130.75
tiago_ext4,130.75
tiago_sealfs,130.75
tiago_sealfs,130.74
tiago_ext4,130.73
tiago_sealfs,130.73
tiago_ext4,130.69
tiago_sealfs,130.67
tiago_sealfs,130.67
tiago_sealfs,130.65
tiago_sealfs,130.61
tiago_sealfs,130.53
tiago_sealfs,130.49
tiago_ext4,130.47
tiago_sealfs,130.45
tiago_sealfs,130.19
tiago_ext4,130.08
tiago_sealfs,129.93
tiago_ext4,129.06
tiago_sealfs,128.71
tiago_ext4,128.61
tiago_sealfs,128.61
tiago_ext4,128.58
tiago_sealfs,128.52
tiago_sealfs,128.42
tiago_ext4,128.3
tiago_ext4,128.27
tiago_ext4,128.27
tiago_ext4,128.25
tiago_ext4,128.25
tiago_ext4,128.25
tiago_ext4,128.24
tiago_ext4,128.23
tiago_ext4,128.23
tiago_sealfs,128.23
tiago_ext4,128.22
tiago_ext4,128.22
tiago_sealfs,128.22
tiago_sealfs,128.22
tiago_sealfs,128.2
tiago_sealfs,128.2
tiago_ext4,128.19
tiago_ext4,128.18
tiago_ext4,128.18
tiago_ext4,128.18
tiago_ext4,128.18
tiago_ext4,128.16
tiago_sealfs,128.16
tiago_ext4,128.15
tiago_ext4,128.15
tiago_sealfs,128.15
tiago_ext4,128.14
tiago_sealfs,128.14
tiago_ext4,128.13
tiago_sealfs,128.12
tiago_ext4,128.11
tiago_ext4,128.11
tiago_ext4,128.11
tiago_ext4,128.11
tiago_sealfs,128.11
tiago_sealfs,128.11
tiago_sealfs,128.1
tiago_sealfs,128.1
tiago_sealfs,128.1
tiago_ext4,128.09
tiago_ext4,128.09
tiago_ext4,128.07
tiago_ext4,128.05
tiago_ext4,128.05
tiago_ext4,128.05
tiago_ext4,128.04
tiago_ext4,128.04
tiago_ext4,128.04
tiago_sealfs,128.04
tiago_sealfs,128.03
tiago_sealfs,128.02
tiago_ext4,128.01
tiago_ext4,128
tiago_ext4,128
tiago_sealfs,128
tiago_sealfs,128
tiago_sealfs,128
tiago_ext4,127.99
tiago_ext4,127.99
tiago_ext4,127.99
tiago_sealfs,127.99
tiago_ext4,127.98
tiago_ext4,127.98
tiago_ext4,127.98
tiago_ext4,127.98
tiago_ext4,127.97
tiago_sealfs,127.97
tiago_ext4,127.96
tiago_sealfs,127.96
tiago_sealfs,127.96
tiago_ext4,127.95
tiago_sealfs,127.95
tiago_sealfs,127.95
tiago_ext4,127.94
tiago_ext4,127.94
tiago_sealfs,127.94
tiago_sealfs,127.94
tiago_ext4,127.93
tiago_ext4,127.93
tiago_ext4,127.93
tiago_sealfs,127.93
tiago_sealfs,127.93
tiago_sealfs,127.93
tiago_ext4,127.92
tiago_ext4,127.92
tiago_ext4,127.92
tiago_sealfs,127.92
tiago_ext4,127.91
tiago_ext4,127.91
tiago_sealfs,127.91
tiago_sealfs,127.91
tiago_sealfs,127.9
tiago_ext4,127.89
tiago_ext4,127.89
tiago_ext4,127.89
tiago_sealfs,127.89
tiago_sealfs,127.89
tiago_sealfs,127.89
tiago_ext4,127.88
tiago_sealfs,127.87
tiago_sealfs,127.86
tiago_sealfs,127.86
tiago_ext4,127.85
tiago_ext4,127.85
tiago_ext4,127.84
tiago_ext4,127.84
tiago_ext4,127.84
tiago_ext4,127.84
tiago_ext4,127.84
tiago_ext4,127.83
tiago_ext4,127.83
tiago_sealfs,127.83
tiago_sealfs,127.83
tiago_ext4,127.82
tiago_sealfs,127.82
tiago_sealfs,127.82
tiago_ext4,127.81
tiago_ext4,127.81
tiago_ext4,127.81
tiago_sealfs,127.81
tiago_ext4,127.8
tiago_ext4,127.8
tiago_sealfs,127.8
tiago_sealfs,127.8
tiago_ext4,127.79
tiago_sealfs,127.79
tiago_ext4,127.78
tiago_ext4,127.78
tiago_ext4,127.78
tiago_sealfs,127.78
tiago_ext4,127.77
tiago_sealfs,127.77
tiago_sealfs,127.77
tiago_sealfs,127.77
tiago_sealfs,127.76
tiago_ext4,127.75
tiago_ext4,127.75
tiago_ext4,127.74
tiago_ext4,127.74
tiago_ext4,127.74
tiago_ext4,127.74
tiago_sealfs,127.74
tiago_ext4,127.73
tiago_ext4,127.73
tiago_ext4,127.73
tiago_ext4,127.73
tiago_ext4,127.73
tiago_ext4,127.73
tiago_sealfs,127.73
tiago_sealfs,127.72
tiago_sealfs,127.72
tiago_ext4,127.71
tiago_ext4,127.71
tiago_ext4,127.71
tiago_sealfs,127.7
tiago_sealfs,127.69
tiago_ext4,127.68
tiago_ext4,127.68
tiago_ext4,127.68
tiago_sealfs,127.68
tiago_ext4,127.67
tiago_ext4,127.67
tiago_sealfs,127.67
tiago_sealfs,127.67
tiago_ext4,127.66
tiago_ext4,127.66
tiago_ext4,127.65
tiago_sealfs,127.65
tiago_sealfs,127.65
tiago_sealfs,127.65
tiago_sealfs,127.64
tiago_sealfs,127.64
tiago_sealfs,127.64
tiago_sealfs,127.64
tiago_sealfs,127.64
tiago_sealfs,127.63
tiago_sealfs,127.63
tiago_ext4,127.62
tiago_sealfs,127.62
tiago_sealfs,127.62
tiago_ext4,127.61
tiago_sealfs,127.61
tiago_ext4,127.6
tiago_ext4,127.6
tiago_sealfs,127.6
tiago_sealfs,127.6
tiago_ext4,127.59
tiago_sealfs,127.59
tiago_ext4,127.58
tiago_ext4,127.58
tiago_ext4,127.57
tiago_ext4,127.57
tiago_ext4,127.57
tiago_sealfs,127.57
tiago_ext4,127.56
tiago_ext4,127.56
tiago_sealfs,127.56
tiago_sealfs,127.56
tiago_sealfs,127.55
tiago_sealfs,127.55
tiago_ext4,127.54
tiago_ext4,127.54
tiago_ext4,127.54
tiago_sealfs,127.54
tiago_sealfs,127.54
tiago_ext4,127.53
tiago_ext4,127.53
tiago_sealfs,127.53
tiago_sealfs,127.53
tiago_ext4,127.52
tiago_ext4,127.51
tiago_sealfs,127.5
tiago_ext4,127.49
tiago_ext4,127.49
tiago_ext4,127.49
tiago_sealfs,127.49
tiago_ext4,127.48
tiago_ext4,127.48
tiago_sealfs,127.48
tiago_ext4,127.47
tiago_sealfs,127.47
tiago_ext4,127.46
tiago_ext4,127.46
tiago_sealfs,127.46
tiago_sealfs,127.45
tiago_sealfs,127.45
tiago_sealfs,127.45
tiago_ext4,127.44
tiago_ext4,127.44
tiago_ext4,127.44
tiago_sealfs,127.44
tiago_ext4,127.43
tiago_ext4,127.42
tiago_ext4,127.42
tiago_ext4,127.42
tiago_sealfs,127.42
tiago_ext4,127.4
tiago_ext4,127.4
tiago_ext4,127.4
tiago_ext4,127.4
tiago_ext4,127.38
tiago_sealfs,127.38
tiago_ext4,127.37
tiago_ext4,127.37
tiago_ext4,127.37
tiago_sealfs,127.36
tiago_ext4,127.35
tiago_sealfs,127.35
tiago_sealfs,127.35
tiago_ext4,127.34
tiago_ext4,127.34
tiago_sealfs,127.34
tiago_ext4,127.33
tiago_ext4,127.32
tiago_sealfs,127.32
tiago_ext4,127.31
tiago_ext4,127.31
tiago_sealfs,127.31
tiago_sealfs,127.31
tiago_ext4,127.3
tiago_ext4,127.3
tiago_ext4,127.3
tiago_sealfs,127.3
tiago_sealfs,127.3
tiago_sealfs,127.3
tiago_ext4,127.29
tiago_sealfs,127.29
tiago_ext4,127.28
tiago_sealfs,127.28
tiago_sealfs,127.28
tiago_ext4,127.27
tiago_sealfs,127.27
tiago_ext4,127.24
tiago_ext4,127.24
tiago_sealfs,127.24
tiago_sealfs,127.23
tiago_ext4,127.22
tiago_ext4,127.22
tiago_ext4,127.22
tiago_sealfs,127.22
tiago_sealfs,127.19
tiago_ext4,127.18
tiago_ext4,127.16
tiago_sealfs,127.13
tiago_sealfs,127.12
tiago_ext4,127.11
tiago_ext4,127.11
tiago_ext4,127.1
tiago_ext4,127.1
tiago_ext4,127.1
tiago_ext4,127.09
tiago_ext4,127.09
tiago_sealfs,127.09
tiago_ext4,127.08
tiago_sealfs,127.08
tiago_sealfs,127.07
tiago_sealfs,127.07
tiago_sealfs,127.06
tiago_sealfs,127.05
tiago_sealfs,127.02
tiago_ext4,127.01
tiago_ext4,126.99
tiago_ext4,126.98
tiago_sealfs,126.97
tiago_sealfs,126.97
tiago_sealfs,126.95
tiago_sealfs,126.94
tiago_ext4,126.93
tiago_ext4,126.93
tiago_sealfs,126.93
tiago_ext4,126.92
tiago_sealfs,126.92
tiago_ext4,126.91
tiago_sealfs,126.87
tiago_sealfs,126.85
tiago_sealfs,126.83
tiago_ext4,126.81
tiago_ext4,126.8
tiago_sealfs,126.8
tiago_ext4,126.79
tiago_sealfs,126.78
tiago_ext4,126.77
tiago_ext4,126.74
tiago_sealfs,126.74
tiago_sealfs,126.72
tiago_ext4,126.71
tiago_sealfs,126.68
tiago_sealfs,126.65
tiago_sealfs,126.59
tiago_sealfs,126.59
tiago_ext4,126.58
tiago_ext4,126.57
tiago_sealfs,126.55
tiago_ext4,126.54
tiago_sealfs,126.51
tiago_ext4,126.5
tiago_ext4,126.44
tiago_sealfs,126.39
tiago_sealfs,126.38
tiago_ext4,126.29
tiago_ext4,126.23
tiago_sealfs,126.17
tiago_ext4,126.05
tiago_sealfs,125.98
tiago_ext4,125.84
tiago_ext4,125.75
tiago_sealfs,125.72
tiago_ext4,125.18
tiago_sealfs,125.08
tiago_ext4,124.77
tiago_ext4,124.59
tiago_ext4,124.59
tiago_ext4,124.56
tiago_sealfs,124.55
tiago_ext4,124.51
tiago_ext4,124.47
tiago_ext4,124.42
tiago_sealfs,124.39
tiago_sealfs,124.37
tiago_sealfs,124.33
tiago_ext4,124.32
tiago_ext4,124.3
tiago_ext4,124.27
tiago_ext4,124.26
tiago_ext4,124.26
tiago_ext4,124.26
tiago_sealfs,124.24
tiago_ext4,124.22
tiago_ext4,124.21
tiago_sealfs,124.21
tiago_sealfs,124.21
tiago_sealfs,124.2
tiago_ext4,124.19
tiago_ext4,124.16
tiago_sealfs,124.16
tiago_ext4,124.14
tiago_sealfs,124.12
tiago_sealfs,124.12
tiago_sealfs,124.11
tiago_sealfs,124.08
tiago_ext4,124.07
tiago_sealfs,124.07
tiago_ext4,124.05
tiago_ext4,124.05
tiago_sealfs,124.05
tiago_ext4,124.04
tiago_ext4,124.04
tiago_sealfs,124.03
tiago_ext4,124.02
tiago_sealfs,124
tiago_ext4,123.97
tiago_ext4,123.96
tiago_ext4,123.94
tiago_sealfs,123.93
tiago_sealfs,123.93
tiago_sealfs,123.91
tiago_ext4,123.89
tiago_ext4,123.88
tiago_ext4,123.88
tiago_sealfs,123.81
tiago_sealfs,123.8
tiago_ext4,123.79
tiago_ext4,123.79
tiago_sealfs,123.79
tiago_ext4,123.78
tiago_sealfs,123.77
tiago_ext4,123.76
tiago_sealfs,123.75
tiago_sealfs,123.74
tiago_sealfs,123.74
tiago_sealfs,123.72
tiago_sealfs,123.71
tiago_sealfs,123.7
tiago_ext4,123.69
tiago_sealfs,123.68
tiago_ext4,123.67
tiago_ext4,123.64
tiago_ext4,123.64
tiago_ext4,123.64
tiago_sealfs,123.62
tiago_ext4,123.54
tiago_ext4,123.48
tiago_ext4,123.45
tiago_ext4,123.42
tiago_ext4,123.4
tiago_sealfs,123.38
tiago_ext4,123.37
tiago_sealfs,123.35
tiago_ext4,123.34
tiago_ext4,123.33
tiago_ext4,123.28
tiago_ext4,123.27
tiago_ext4,123.27
tiago_sealfs,123.26
tiago_sealfs,123.2
tiago_sealfs,123.04
tiago_ext4,123.02
tiago_ext4,122.93
tiago_sealfs,122.58
tiago_sealfs,122.57
tiago_sealfs,122.48
tiago_ext4,122.32
tiago_ext4,122.21
tiago_sealfs,122.11
tiago_ext4,122.1
tiago_sealfs,121.64
tiago_sealfs,120.7
