Summit Throughtput on All Tests,Bandwidth (kB/s)
sealfs_video,10109.35
sealfs_video,10109.28
sealfs_video,10109.12
sealfs_video,10108.49
sealfs_video,10108.37
sealfs_video,10108.06
ext4_video,10108.02
sealfs_video,10107.99
ext4_video,10107.96
sealfs_video,10107.96
sealfs_video,10107.82
sealfs_video,10107.71
sealfs_video,10107.42
ext4_video,10107.23
sealfs_video,10107.19
ext4_video,10106.96
sealfs_video,10106.96
sealfs_video,10106.95
sealfs_video,10106.91
sealfs_video,10106.82
ext4_video,10106.79
sealfs_video,10106.48
ext4_video,10106.18
sealfs_video,10106.11
sealfs_video,10106.01
sealfs_video,10106
sealfs_video,10105.99
sealfs_video,10105.8
sealfs_video,10105.44
ext4_video,10105.33
sealfs_video,10104.97
ext4_video,10104.91
sealfs_video,10104.79
ext4_video,10104.51
ext4_video,10104.43
sealfs_video,10104.19
ext4_video,10104.08
sealfs_video,10103.94
sealfs_video,10103.78
sealfs_video,10103.69
ext4_video,10103.67
sealfs_video,10103.45
ext4_video,10103.39
ext4_video,10103.3
ext4_video,10103.05
sealfs_video,10102.89
sealfs_video,10102.78
sealfs_video,10102.77
sealfs_video,10102.75
sealfs_video,10102.53
sealfs_video,10102.49
ext4_video,10102.45
ext4_video,10102.44
sealfs_video,10102.2
ext4_video,10102.09
ext4_video,10102.09
sealfs_video,10102.04
ext4_video,10101.97
ext4_video,10101.87
ext4_video,10101.82
sealfs_video,10101.71
ext4_video,10101.32
ext4_video,10101.13
sealfs_video,10100.92
ext4_video,10100.78
sealfs_video,10100.58
ext4_video,10100.44
sealfs_video,10100.32
sealfs_video,10100.16
sealfs_video,10100.13
sealfs_video,10100.08
ext4_video,10099.81
ext4_video,10099.64
sealfs_video,10099.47
ext4_video,10099.45
sealfs_video,10099.36
ext4_video,10099.27
sealfs_video,10099.19
ext4_video,10099.17
sealfs_video,10098.77
sealfs_video,10098.4
ext4_video,10098.31
ext4_video,10098.29
sealfs_video,10098.08
ext4_video,10097.93
sealfs_video,10097.89
ext4_video,10097.88
sealfs_video,10097.46
sealfs_video,10097.46
ext4_video,10097.37
sealfs_video,10097.35
sealfs_video,10097.2
sealfs_video,10097.11
sealfs_video,10096.89
sealfs_video,10096.44
ext4_video,10096.37
sealfs_video,10096.19
ext4_video,10095.66
ext4_video,10095.64
sealfs_video,10095.4
ext4_video,10095.07
sealfs_video,10095.07
sealfs_video,10094.5
sealfs_video,10094.5
sealfs_video,10094.49
sealfs_video,10094.45
sealfs_video,10094.39
sealfs_video,10094.09
ext4_video,10094.03
sealfs_video,10093.77
sealfs_video,10093.72
sealfs_video,10093.13
sealfs_video,10093.11
sealfs_video,10092.5
sealfs_video,10092.4
sealfs_video,10092.1
sealfs_video,10091.94
sealfs_video,10091.77
sealfs_video,10091.4
sealfs_video,10091
sealfs_video,10090.74
sealfs_video,10090.26
sealfs_video,10089.78
sealfs_video,10089.71
sealfs_video,10089.67
sealfs_video,10089.65
sealfs_video,10089.62
ext4_video,10089.53
sealfs_video,10089.5
sealfs_video,10089.46
sealfs_video,10089.37
sealfs_video,10089.17
sealfs_video,10089.12
sealfs_video,10088.98
sealfs_video,10088.9
sealfs_video,10088.81
sealfs_video,10088.73
sealfs_video,10088.67
sealfs_video,10088.62
sealfs_video,10087.49
sealfs_video,10087.28
sealfs_video,10087.27
sealfs_video,10086.84
sealfs_video,10086.75
sealfs_video,10086.36
sealfs_video,10086.09
sealfs_video,10085.91
ext4_video,10085.88
sealfs_video,10085.8
sealfs_video,10085.72
sealfs_video,10085.43
sealfs_video,10085.24
ext4_video,10084.9
ext4_video,10084.7
sealfs_video,10084.69
sealfs_video,10084.12
ext4_video,10084.01
sealfs_video,10083.92
sealfs_video,10083.83
sealfs_video,10082.94
ext4_video,10082.91
sealfs_video,10082.5
sealfs_video,10082.14
sealfs_video,10081.58
sealfs_video,10081.22
sealfs_video,10081.05
ext4_video,10080.5
ext4_video,10080.32
sealfs_video,10077.63
sealfs_video,10077.4
sealfs_video,10076.01
sealfs_video,10074.92
sealfs_video,10074.78
sealfs_video,10073.38
sealfs_video,10072.99
sealfs_video,10071.82
sealfs_video,10071.72
sealfs_video,10071.56
sealfs_video,10070.7
sealfs_video,10070.63
sealfs_video,10068.94
sealfs_video,10068.36
sealfs_video,10067.65
sealfs_video,10066.72
ext4_video,10066.58
sealfs_video,10065.19
sealfs_video,10064.75
sealfs_video,10064.64
ext4_video,10064.25
sealfs_video,10063.63
sealfs_video,10062.37
sealfs_video,10061.65
sealfs_video,10060.63
ext4_video,10060.36
sealfs_video,10060.17
sealfs_video,10059.86
sealfs_video,10059.75
sealfs_video,10059.51
sealfs_video,10059.02
sealfs_video,10057.78
sealfs_video,10057.08
sealfs_video,10056.03
sealfs_video,10055.62
sealfs_video,10055.58
sealfs_video,10055.05
sealfs_video,10054.47
sealfs_video,10053.75
ext4_video,10053.32
sealfs_video,10051.22
sealfs_video,10050.63
sealfs_video,10049.46
sealfs_video,10047.69
sealfs_video,10046.75
sealfs_video,10046.67
sealfs_video,10046.56
sealfs_video,10045.99
sealfs_video,10045.71
ext4_video,10045.66
sealfs_video,10041.91
sealfs_video,10038.5
sealfs_video,10032.79
sealfs_video,10031.35
ext4_video,10028.83
ext4_video,10028.56
sealfs_video,10026.53
sealfs_video,10022.76
sealfs_video,10020.69
sealfs_video,10018.99
sealfs_video,10017.56
sealfs_video,10005.62
ext4_video,10003.34
sealfs_video,10002.77
ext4_video,10001.83
sealfs_video,9998.66
sealfs_video,9998.3
sealfs_video,9994.1
sealfs_video,9988.96
sealfs_video,9988.8
ext4_video,9986.17
ext4_video,9985.03
sealfs_video,9984.39
sealfs_video,9979.83
sealfs_video,9957.44
sealfs_video,9952.69
sealfs_video,9944.02
ext4_video,9938.55
ext4_video,9931
sealfs_video,9887.32
sealfs_video,9874.49
ext4_video,9830.28
ext4_video,9817.74
sealfs_video,9767.92
sealfs_video,9665.05
sealfs_video,9617.68
ext4_video,9349.55
ext4_video,8285.18
sealfs_video,8205.01
ext4_video,8203.96
sealfs_video,8090.64
sealfs_video,8042.45
ext4_video,7915.69
ext4_video,7890.68
ext4_video,7836.1
sealfs_video,7781.77
sealfs_video,7779.54
sealfs_video,7778.14
sealfs_video,7778.06
sealfs_video,7777.86
sealfs_video,7777.34
sealfs_video,7777.32
sealfs_video,7777.02
sealfs_video,7776.89
sealfs_video,7776.51
sealfs_video,7776.49
sealfs_video,7776.4
sealfs_video,7776.39
sealfs_video,7775.45
sealfs_video,7774.9
sealfs_video,7774.69
sealfs_video,7774.33
sealfs_video,7774.31
sealfs_video,7773.92
sealfs_video,7773.35
sealfs_video,7773.29
sealfs_video,7773.27
sealfs_video,7772.91
sealfs_video,7772.27
sealfs_video,7771.9
sealfs_video,7771.48
sealfs_video,7771.32
sealfs_video,7770.74
sealfs_video,7770.19
sealfs_video,7770.06
sealfs_video,7769.99
sealfs_video,7769.36
sealfs_video,7769.25
sealfs_video,7769.04
sealfs_video,7768.69
sealfs_video,7768.66
sealfs_video,7767.77
sealfs_video,7767.61
sealfs_video,7767.33
sealfs_video,7766.69
sealfs_video,7765.69
sealfs_video,7765.29
sealfs_video,7765.21
sealfs_video,7765.09
sealfs_video,7764
sealfs_video,7763.8
sealfs_video,7763
sealfs_video,7762.22
sealfs_video,7761.32
sealfs_video,7760.97
sealfs_video,7759.95
sealfs_video,7759.39
sealfs_video,7759.27
sealfs_video,7759.14
sealfs_video,7759.01
sealfs_video,7758.75
sealfs_video,7758.68
sealfs_video,7758.45
sealfs_video,7757.81
sealfs_video,7757.29
sealfs_video,7757.28
sealfs_video,7757.12
sealfs_video,7756.61
sealfs_video,7755.58
sealfs_video,7755.54
sealfs_video,7755.47
sealfs_video,7755.45
sealfs_video,7755.39
sealfs_video,7755.39
sealfs_video,7754.39
sealfs_video,7754.37
sealfs_video,7754.16
sealfs_video,7753.91
sealfs_video,7753.82
sealfs_video,7753.71
sealfs_video,7753.67
sealfs_video,7753.39
sealfs_video,7752.84
sealfs_video,7752.8
sealfs_video,7752.77
sealfs_video,7752.71
sealfs_video,7751.77
sealfs_video,7751.63
sealfs_video,7751.35
sealfs_video,7750.86
sealfs_video,7750.42
sealfs_video,7750.37
sealfs_video,7750.06
sealfs_video,7749.9
sealfs_video,7749.67
sealfs_video,7749.58
sealfs_video,7749.48
sealfs_video,7749.42
sealfs_video,7749.28
sealfs_video,7748.92
sealfs_video,7748.85
sealfs_video,7748.46
sealfs_video,7748.14
sealfs_video,7748.12
sealfs_video,7748
sealfs_video,7747.94
sealfs_video,7747.9
sealfs_video,7747.32
sealfs_video,7746.95
sealfs_video,7746.53
sealfs_video,7746.42
ext4_video,7746.4
sealfs_video,7746.2
sealfs_video,7746.17
sealfs_video,7745.89
sealfs_video,7745.79
sealfs_video,7745.74
sealfs_video,7745.64
ext4_video,7745.39
sealfs_video,7744.93
sealfs_video,7744.69
sealfs_video,7744.43
sealfs_video,7744.34
sealfs_video,7744.17
sealfs_video,7743.98
sealfs_video,7743.85
sealfs_video,7743.76
sealfs_video,7743.28
sealfs_video,7743.2
sealfs_video,7743.03
sealfs_video,7743.01
sealfs_video,7742.84
ext4_video,7742.64
sealfs_video,7742.61
sealfs_video,7742.29
ext4_video,7741.56
sealfs_video,7741.47
sealfs_video,7741.23
sealfs_video,7741.17
sealfs_video,7741.13
ext4_video,7740.94
sealfs_video,7740.87
sealfs_video,7740.75
sealfs_video,7740.75
sealfs_video,7740.3
sealfs_video,7740.14
ext4_video,7739.77
sealfs_video,7739.62
sealfs_video,7739.45
sealfs_video,7739.16
sealfs_video,7739.09
sealfs_video,7739
sealfs_video,7738.61
ext4_video,7738.5
sealfs_video,7738.21
ext4_video,7738.18
sealfs_video,7737.56
sealfs_video,7736.68
sealfs_video,7736.52
ext4_video,7736.24
sealfs_video,7736.22
ext4_video,7736.15
sealfs_video,7735.86
sealfs_video,7735.66
ext4_video,7735.61
sealfs_video,7735.26
sealfs_video,7735.24
sealfs_video,7735.01
ext4_video,7734.44
sealfs_video,7734.41
sealfs_video,7734.33
ext4_video,7734.3
ext4_video,7734.17
ext4_video,7733.81
ext4_video,7733.38
ext4_video,7733.21
sealfs_video,7732.79
sealfs_video,7732.3
ext4_video,7731.91
ext4_video,7731.77
ext4_video,7731.46
ext4_video,7731.05
ext4_video,7731.04
ext4_video,7730.77
sealfs_video,7730.53
ext4_video,7730.48
ext4_video,7730.05
sealfs_video,7729.18
sealfs_video,7729.16
ext4_video,7727.19
ext4_video,7727.14
ext4_video,7727.08
ext4_video,7726.06
ext4_video,7725.47
ext4_video,7725.03
ext4_video,7724.81
ext4_video,7723.46
sealfs_video,7722.36
ext4_video,7721.45
ext4_video,7720.47
ext4_video,7719.96
ext4_video,7719.03
ext4_video,7718.76
ext4_video,7718.04
ext4_video,7717.33
sealfs_video,7717.15
ext4_video,7716.85
sealfs_video,7716.33
ext4_video,7714.68
sealfs_video,7714.46
ext4_video,7714.13
ext4_video,7714.05
sealfs_video,7714.05
ext4_video,7713.96
sealfs_video,7713.87
sealfs_video,7713.86
sealfs_video,7713.59
ext4_video,7713.56
ext4_video,7712.98
ext4_video,7712.04
ext4_video,7711.33
sealfs_video,7710.84
sealfs_video,7710.43
ext4_video,7710.04
sealfs_video,7709.86
ext4_video,7709.78
ext4_video,7709.21
sealfs_video,7709.04
ext4_video,7709.02
sealfs_video,7707.72
ext4_video,7706.8
ext4_video,7706.43
ext4_video,7705.3
sealfs_video,7704.77
sealfs_video,7703.69
ext4_video,7703.16
sealfs_video,7702.73
ext4_video,7701.93
sealfs_video,7701.82
sealfs_video,7701.52
sealfs_video,7700.48
ext4_video,7700.32
sealfs_video,7699.86
ext4_video,7698.87
ext4_video,7698.65
ext4_video,7698.63
sealfs_video,7697.5
ext4_video,7696.41
ext4_video,7696.35
ext4_video,7695.18
ext4_video,7694.09
sealfs_video,7693.78
sealfs_video,7693.34
ext4_video,7692.71
sealfs_video,7691.4
ext4_video,7691.26
ext4_video,7690.99
ext4_video,7690.85
ext4_video,7690.35
sealfs_video,7689.95
ext4_video,7689.86
ext4_video,7689.33
ext4_video,7688.83
ext4_video,7688.14
ext4_video,7687.44
ext4_video,7687.09
sealfs_video,7685.85
ext4_video,7683.6
sealfs_video,7681.57
ext4_video,7681.01
ext4_video,7676.12
ext4_video,7675.96
ext4_video,7675.35
ext4_video,7675.16
ext4_video,7674.38
ext4_video,7673.49
ext4_video,7673.05
ext4_video,7672.31
ext4_video,7669.69
ext4_video,7669.48
ext4_video,7669.46
ext4_video,7667.51
ext4_video,7667.37
ext4_video,7665.51
ext4_video,7665.39
ext4_video,7665.08
ext4_video,7664.19
ext4_video,7663.04
ext4_video,7662.15
ext4_video,7662.15
sealfs_video,7661.24
ext4_video,7661.1
sealfs_video,7659.25
ext4_video,7659.24
ext4_video,7659.18
ext4_video,7658.59
ext4_video,7657.76
ext4_video,7656.48
ext4_video,7656.12
ext4_video,7655.65
ext4_video,7655.25
ext4_video,7655.17
ext4_video,7653.85
ext4_video,7650.72
ext4_video,7649.67
sealfs_video,7649.43
ext4_video,7648.45
sealfs_video,7647.95
ext4_video,7647.09
ext4_video,7646.69
ext4_video,7645.35
ext4_video,7644.52
ext4_video,7644.11
ext4_video,7638.28
ext4_video,7637.2
ext4_video,7636.52
sealfs_video,7634.17
ext4_video,7634.12
ext4_video,7633.92
sealfs_video,7633.2
ext4_video,7633.18
ext4_video,7632.51
ext4_video,7627.74
ext4_video,7627.32
ext4_video,7626.28
ext4_video,7625.84
ext4_video,7625.25
ext4_video,7624.41
ext4_video,7624.29
ext4_video,7622.81
ext4_video,7622.35
ext4_video,7621.42
ext4_video,7621.36
ext4_video,7621.17
sealfs_video,7620.28
ext4_video,7620.18
ext4_video,7619.7
ext4_video,7618.81
ext4_video,7615.84
ext4_video,7614.86
sealfs_video,7613.75
ext4_video,7611.19
ext4_video,7609.72
ext4_video,7608.16
sealfs_video,7607.2
ext4_video,7606.62
ext4_video,7602.46
ext4_video,7601.41
ext4_video,7601.06
ext4_video,7599.18
sealfs_video,7596.9
sealfs_video,7596.43
ext4_video,7596.42
ext4_video,7595.12
sealfs_video,7594.92
ext4_video,7594.88
sealfs_video,7594.43
sealfs_video,7594.35
sealfs_video,7591.94
sealfs_video,7591.53
ext4_video,7590.33
sealfs_video,7589.63
sealfs_video,7589.34
sealfs_video,7588.77
sealfs_video,7588.21
ext4_video,7587.12
sealfs_video,7586.79
sealfs_video,7586.54
ext4_video,7585.66
sealfs_video,7585.25
sealfs_video,7585.05
sealfs_video,7585
ext4_video,7584.16
sealfs_video,7583.78
ext4_video,7583.62
ext4_video,7583.48
sealfs_video,7582.93
sealfs_video,7582.93
sealfs_video,7582.7
ext4_video,7582.66
sealfs_video,7582.4
sealfs_video,7582.22
sealfs_video,7582.2
sealfs_video,7582.14
sealfs_video,7581.35
ext4_video,7580.72
sealfs_video,7580.64
sealfs_video,7580.63
sealfs_video,7580.49
sealfs_video,7580.09
sealfs_video,7580.06
sealfs_video,7580.01
sealfs_video,7580
sealfs_video,7579.77
sealfs_video,7579.3
sealfs_video,7579.02
sealfs_video,7577.72
sealfs_video,7577.57
sealfs_video,7577.27
ext4_video,7577.18
sealfs_video,7576.88
ext4_video,7576
sealfs_video,7575.54
sealfs_video,7575.47
sealfs_video,7575.2
sealfs_video,7574.71
sealfs_video,7573.6
sealfs_video,7573.55
ext4_video,7573.4
sealfs_video,7573.3
sealfs_video,7573.21
sealfs_video,7572.72
sealfs_video,7572.71
sealfs_video,7572.46
sealfs_video,7572.36
sealfs_video,7572.2
sealfs_video,7572.18
ext4_video,7571.62
sealfs_video,7571.32
sealfs_video,7571.26
ext4_video,7571.24
sealfs_video,7570.63
sealfs_video,7570.56
ext4_video,7570.35
sealfs_video,7569.91
sealfs_video,7569.81
sealfs_video,7569.72
sealfs_video,7569.67
sealfs_video,7569.61
sealfs_video,7569.51
sealfs_video,7569.43
sealfs_video,7569.42
sealfs_video,7569.22
sealfs_video,7569
sealfs_video,7568.93
sealfs_video,7568.16
sealfs_video,7568.1
sealfs_video,7567.99
sealfs_video,7567.57
sealfs_video,7567.19
sealfs_video,7566.38
sealfs_video,7566.11
sealfs_video,7565.5
sealfs_video,7565.33
sealfs_video,7565.33
sealfs_video,7564.93
sealfs_video,7564.05
ext4_video,7563.23
sealfs_video,7563.02
sealfs_video,7562.69
sealfs_video,7562.51
sealfs_video,7562
sealfs_video,7561.8
sealfs_video,7560.11
sealfs_video,7559.79
sealfs_video,7559.38
sealfs_video,7558.92
sealfs_video,7558.28
sealfs_video,7556.28
sealfs_video,7556
sealfs_video,7555.84
sealfs_video,7555.71
sealfs_video,7555.47
sealfs_video,7554.55
sealfs_video,7553.15
sealfs_video,7552.16
sealfs_video,7551.28
sealfs_video,7550.07
sealfs_video,7546.86
sealfs_video,7544.65
ext4_video,7543.31
sealfs_video,7540.82
sealfs_video,7539.18
sealfs_video,7539.11
ext4_video,7531.88
sealfs_video,7531.8
sealfs_video,7531.68
sealfs_video,7530.56
sealfs_video,7530.54
sealfs_video,7522.96
sealfs_video,7521.85
sealfs_video,7521.14
sealfs_video,7518.02
sealfs_video,7514.25
sealfs_video,7509.2
ext4_video,7506.72
sealfs_video,7499.41
sealfs_video,7498.32
sealfs_video,7457.93
sealfs_video,7453.63
sealfs_video,7446.09
sealfs_video,7440.24
sealfs_video,7405.4
sealfs_video,7274.77
ext4_audio,116.08
ext4_audio,119.84
ext4_audio,119.9
ext4_audio,115.99
ext4_audio,119.85
ext4_audio,111.41
ext4_audio,123.78
ext4_audio,119.85
ext4_audio,111.91
ext4_audio,119.84
ext4_audio,119.96
ext4_audio,115.99
ext4_audio,119.85
ext4_audio,119.91
ext4_audio,119.83
ext4_audio,111.77
ext4_audio,123.85
ext4_audio,115.85
ext4_audio,119.51
ext4_audio,115.21
ext4_audio,115.96
ext4_audio,123.71
ext4_audio,111.84
ext4_audio,119.94
ext4_audio,119.84
ext4_audio,119.77
ext4_audio,115.9
ext4_audio,119.87
ext4_audio,119.89
ext4_audio,112.18
ext4_audio,119.87
ext4_audio,123.47
ext4_audio,112.17
ext4_audio,119.67
ext4_audio,119.83
ext4_audio,112.15
ext4_audio,123.77
ext4_audio,116.09
ext4_audio,119.84
ext4_audio,115.37
ext4_audio,116.01
ext4_audio,123.73
ext4_audio,112.17
ext4_audio,119.91
ext4_audio,119.85
ext4_audio,112.08
ext4_audio,123.75
ext4_audio,119.51
ext4_audio,119.8
ext4_audio,112.17
ext4_audio,119.79
ext4_audio,123.41
ext4_audio,115.71
ext4_audio,115.47
ext4_audio,115.75
ext4_audio,123.07
ext4_audio,116.06
ext4_audio,116.02
ext4_audio,119.95
ext4_audio,119.76
ext4_audio,116
ext4_audio,119.8
ext4_audio,119.88
ext4_audio,112.11
ext4_audio,119.91
ext4_audio,123.63
ext4_audio,112.14
ext4_audio,119.85
ext4_audio,119.75
ext4_audio,112.19
ext4_audio,123.74
ext4_audio,119.8
ext4_audio,115.99
ext4_audio,115.88
ext4_audio,115.96
ext4_audio,123.23
ext4_audio,115.66
ext4_audio,115.98
ext4_audio,119.85
ext4_audio,119.63
ext4_audio,116.01
ext4_audio,120.01
ext4_audio,119.69
ext4_audio,112.24
ext4_audio,119.89
ext4_audio,123.78
ext4_audio,112.04
ext4_audio,119.82
ext4_audio,119.75
ext4_audio,115.76
ext4_audio,119.87
ext4_audio,116.02
ext4_audio,119.82
ext4_audio,116.01
ext4_audio,116.05
ext4_audio,123.58
ext4_audio,112.13
ext4_audio,119.84
ext4_audio,119.94
ext4_audio,112.11
ext4_audio,123.77
ext4_audio,119.47
ext4_audio,119.91
ext4_audio,112.28
ext4_audio,119.84
ext4_audio,123.66
ext4_audio,112.08
ext4_audio,119.91
ext4_audio,119.87
ext4_audio,116.11
ext4_audio,119.25
ext4_audio,115.97
ext4_audio,119.84
ext4_audio,116.04
ext4_audio,115.96
ext4_audio,123.18
ext4_audio,112.13
ext4_audio,119.71
ext4_audio,119.83
ext4_audio,119.57
ext4_audio,119.86
ext4_audio,119.81
ext4_audio,119.81
ext4_audio,112.21
ext4_audio,119.91
ext4_audio,123.63
ext4_audio,112.1
ext4_audio,119.88
ext4_audio,116.05
ext4_audio,119.51
ext4_audio,119.76
ext4_audio,116.06
ext4_audio,119.92
ext4_audio,112.2
ext4_audio,119.86
ext4_audio,123.83
ext4_audio,112.15
ext4_audio,119.85
ext4_audio,119.58
ext4_audio,119.74
ext4_audio,115.97
ext4_audio,119.77
ext4_audio,119.83
ext4_audio,112.1
ext4_audio,119.86
ext4_audio,127.58
ext4_audio,112.05
ext4_audio,119.91
ext4_audio,115.77
ext4_audio,116.05
ext4_audio,123.75
ext4_audio,116.06
ext4_audio,120.03
ext4_audio,112.12
ext4_audio,123.73
ext4_audio,119.77
ext4_audio,112.16
ext4_audio,119.85
ext4_audio,119.79
ext4_audio,116.03
ext4_audio,119.8
ext4_audio,119.9
ext4_audio,112.11
ext4_audio,120.02
ext4_audio,123.72
ext4_audio,115.62
ext4_audio,115.86
ext4_audio,119.87
ext4_audio,116
ext4_audio,119.93
ext4_audio,116.01
ext4_audio,119.98
ext4_audio,115.39
ext4_audio,115.99
ext4_audio,123.85
ext4_audio,119.86
ext4_audio,112.11
ext4_audio,119.9
ext4_audio,119.77
ext4_audio,119.9
ext4_audio,115.96
ext4_audio,120.08
ext4_audio,112.12
ext4_audio,123.7
ext4_audio,119.73
ext4_audio,111.99
ext4_audio,119.62
ext4_audio,119.84
ext4_audio,119.87
ext4_audio,119.9
ext4_audio,119.82
ext4_audio,119.84
ext4_audio,111.34
ext4_audio,123.79
ext4_audio,116.02
ext4_audio,115.98
ext4_audio,119.78
ext4_audio,116.05
ext4_audio,123.81
ext4_audio,112.09
ext4_audio,119.78
ext4_audio,119.75
ext4_audio,111.47
ext4_audio,123.82
ext4_audio,119.91
ext4_audio,112.12
ext4_audio,119.89
ext4_audio,119.9
ext4_audio,123.81
ext4_audio,112.05
ext4_audio,119.88
ext4_audio,119.86
ext4_audio,112.19
ext4_audio,126.46
ext4_audio,115.81
ext4_audio,119.76
ext4_audio,115.98
ext4_audio,115.94
ext4_audio,123.69
ext4_audio,112.05
ext4_audio,119.83
ext4_audio,119.82
ext4_audio,119.79
ext4_audio,115.89
ext4_audio,119.84
ext4_audio,119.73
ext4_audio,112.01
ext4_audio,119.81
ext4_audio,123.56
ext4_audio,112.05
ext4_audio,119.74
ext4_audio,116
ext4_audio,123.71
ext4_audio,115.94
ext4_audio,116
ext4_audio,119.81
ext4_audio,111.55
ext4_audio,123.69
ext4_audio,119.87
ext4_audio,119.79
ext4_audio,112.04
ext4_audio,119.83
ext4_audio,123.71
ext4_audio,112.1
ext4_audio,119.77
ext4_audio,119.7
ext4_audio,112.07
ext4_audio,123.42
ext4_audio,119.75
ext4_audio,116.03
ext4_audio,115.89
ext4_audio,115.76
ext4_audio,123.64
ext4_audio,115.5
ext4_audio,115.9
ext4_audio,119.88
ext4_audio,119.84
ext4_audio,116.01
ext4_audio,119.83
ext4_audio,119.37
ext4_audio,112.06
ext4_audio,119.92
ext4_audio,127.6
ext4_audio,115.92
ext4_audio,115.56
ext4_audio,119.77
ext4_audio,115.97
ext4_audio,119.94
ext4_audio,115.36
ext4_audio,119.88
ext4_audio,119.68
ext4_audio,112.1
ext4_audio,123.78
ext4_audio,119.63
ext4_audio,112.11
ext4_audio,119.94
ext4_audio,119.8
ext4_audio,116.12
ext4_audio,119.83
ext4_audio,119.31
ext4_audio,119.74
ext4_audio,111.63
ext4_audio,123.63
ext4_audio,115.96
ext4_audio,119.63
ext4_audio,115.98
ext4_audio,115.94
ext4_audio,127.5
ext4_audio,112.13
ext4_audio,119.89
ext4_audio,119.96
ext4_audio,112
ext4_audio,123.73
ext4_audio,119.78
ext4_audio,119.87
ext4_audio,111.74
ext4_audio,119.85
ext4_audio,123.71
ext4_audio,112.05
ext4_audio,119.83
ext4_audio,116.04
ext4_audio,119.25
ext4_audio,119.89
ext4_audio,116
ext4_audio,119.74
ext4_audio,112.12
ext4_audio,119.55
ext4_audio,123.68
ext4_audio,112.23
ext4_audio,119.87
ext4_audio,119.56
ext4_audio,119.83
ext4_audio,119.9
ext4_audio,119.84
ext4_audio,119.86
ext4_audio,112.18
ext4_audio,119.91
ext4_audio,123.79
ext4_audio,112.07
ext4_audio,119.42
ext4_audio,116
ext4_audio,123.32
ext4_audio,115.91
ext4_audio,115.97
ext4_audio,119.76
ext4_audio,111.98
ext4_audio,123.63
ext4_audio,119.77
ext4_audio,119.68
ext4_audio,111.75
ext4_audio,119.84
ext4_audio,123.88
ext4_audio,111.32
